abakus;kulram
gullig;rar
gullig;söt
gulligt;söt
gumma;kvinna
gumma;tant
gumma;äldre kvinna
gummi;kondom
gummiband;gummisnodd
gummiband;resårband
gummisnodd;gummiband
gump;arsle
gump;rumpa
gump;stjärt
gump;ändalykt
gumse;bagge
gumse;bock
gunga;svaja
gunga;sving
gunga;svinga
gunga;vagga
gunga;vaja
gunga på vattenytan;guppa
gunstling;favorit
gupp;bula
guppa;gunga på vattenytan
guvernant;lärarinna
gyckel;skämt
gyckelmakare;joker
gyckelspel;fars
gyckla;driva
gyckla;driva med
gyckla;göra narr av
gyckla;raljera
gyckla;skämta
gyckla med;begabba
gyckla med;förlöjliga
gycklande;raljant
gycklare;narr
gycklare;skojare
gymnastik;gympa
gymnastik;idrott
gympa;gymnastik
gympa;idrotta
gynna;befrämja
gynna;favorisera
gynna;främja
gynna;gagna
gynna;stödja
gynna;understödja
gynnad;privilegierad
gynnare;sponsor
gynnsam;fördelaktig
gynnsam;förmånlig
gynnsam;god
gynnsam;lyckosam
gytter;röra
gytter;villervalla
gyttja;dy
gyttja;lera
gyttja;sörja
gyttjig;geggig
gyttjig;lerig
gå;bege sig
gå;flanera
gå;knalla
gå;knata
gå;lomma
gå;promenara
gå;promenera
gå;prommenara
gå;skrida
gå;spankulera
gå;spatsera
gå;spattsera
gå;ströva
gå;traska
gå;vandra
gå av stapeln;börja
gå av stapeln;starta
gå bort;avlid
gå bort;avlida
gå bort;dö
gå bra;lyckas
gå förbi;passera
gå glatt;strutta
gå hädan;avlida
gå hädan;dö
gå i bitar;spricka
gå i försvarsställning;bepansra
gå i mål;fullborda
gå i mål;fullfölja
gå ifrån;lämna
gå igenom;penetrera
gå igenom;uthärda
gå igång;trigga
gå in;inträda
gå isär;sönderfalla
gå miste;förlora
gå miste;förspilla
gå miste;mista
gå om intet;sönderfalla
gå på;beträda
gå sönder;braka
gå sönder;brista
gå tillbaka;backa
gå under;förgå
gå ur;lämna
gå vidare;fortsätta
gå överstyr;haverera
gäcka;kringgå
gäcka;lura
gödsel;dynga
gående;spatserande
gående;vandrande
göka;ha samlag
göka;kopulera
göka;pippa
göka;samlag
göka;sex
göl;tjärn
gäll;genomträngande
gäll;hög
gäll;högljudd
gäll;skrikande
gäll;skrikig
gäll;skärande
gälla;avlöpa
gälla;avse
gälla;hänföra sig till
gälla;omfatta
gälla;råda
gälla;röra
gälla;skrikiga
gällande;aktuell
gällande;angående
gällande;avseende
gällande;beträffande
gällande;existerande
gällande;giltig
gällande;gängse
gällande;gångbar
gällande;ifrågavarande
gällande;innevarande
gällande;på
gällande;rådande
gällande;rörande
gällande;vidkommande
gäller;innefatta
gällt rop;skri
gömd;dold
gömma;dölja
gömma;gömsle
gömma;kamouflera
gömma;skyla
gömma;överskyla
gömsle;gömma
gömsle;skrymsle
gömställe;tillhåll
gäng;följe
gäng;grupp
gäng;hop
gäng;klan
gäng;krets
gäng;liga
gäng;skara
gäng;skock
gång;passage
gång;stig
gång på gång;ideligen
gänga;pippa
gångare;fotgängare
gångbana;trottoar
gångbar;acceptabel
gångbar;användbar
gångbar;brukbar
gångbar;gällande
gångbar;möjlig
gängse;allmän
gängse;bruklig
gängse;gällande
gängse;rådande
gängse;sedvanlig
gängse;vanlig
gångstig;stig
gångtrafikant;fotgängare
går;promenerar
gör;utför
gör;åstadkommer
går bort;försvinner
göra;begå
göra;fixa
göra;företa
göra;handla
göra;producera
göra;skapa
göra;syssla
göra;tillverka
göra;utföra
göra;uträtta
göra;utöva
göra;åstadkomma
göra affär;köpa
göra anspråk på;kräva
göra bot för;plikta
göra entré;äntra
göra fiasko;misslyckas
göra gällande;uppge
göra intrång;inkräkta
göra klar;förfärdiga
göra modlös;deprimera
göra modlös;nedtrycka
göra motstånd;hindra
göra mål;näta
göra narr av;gyckla
göra narr av;håna
göra narr av;narra
göra om;revidera
göra rent;städa
göra slut på;förgöra
göra slut på;förinta
göra småbitar av;fragmentera
göra synlig;exponera
göra uppehåll;upphöra
göra uppror;revoltera
göra vred;uppreta
göra åter;upprepa
görbra;skitbra
gård;farm
gård;hemman
gärde;hägn
gärde;åker
gördel;bälte
gärdsgård;staket
gårdvar;vakthund
gärna;beredvilligt
gärna;villig
gärning;dåd
gärning;handling
gärning;verk
gärningsman;bov
gärningsman;brottsling
gärningsman;förövare
göromål;arbete
göromål;arbetsuppgift
göromål;förehavande
göromål;jobb
göromål;sysselsättning
göromål;syssla
göromål;uppgift
göromål;ärende
gås;dumbom
gäst;besökare
gästa;besöka
gästa;visit
gästabud;bjudning
gästabud;fest
gästabud;festlighet
gästabud;gille
gästgivare;krögare
gästgivargård;värdshus
gästgiveri;restaurang
gästgiveri;värdshus
gåta;mysterium
gåtfull;enigmatisk
gåtfull;hemlighetsfull
gåtfull;mystisk
gått;vandrat
gött;bra
gött;gott
gött;härligt
gåva;bidrag
gåva;donation
gåva;fallenhet
gåva;present
ha;hava
ha;innehava
ha;tillverka
ha;äga
ha betydelse;spela roll
ha för vana;pläga
ha i åtanke;beakta
ha ihjäl;avliva
ha ihjäl;döda
ha ihjäl;mörda
ha kul;förlusta sig
ha kul;svira
ha kvar;bibehålla
ha omkull;välta
ha ont;lida
ha paltkoma;vara proppmätt
ha roligt;förlusta sig
ha samlag;göka
ha samlag;pippa
ha samlag;älska
ha sex;pippa
ha sex;älska
ha sex;älska med
ha sönder;förstöra
ha till mål;avse
ha ångest;våndas
ha åsikt;tycka
habituell;sedvanlig
habitus;vana
hacka;sönderdela
hackat;småskuret
hackvis;i stackato
haffa;fånga
haffa;gripa
haffa;ta
haffad;gripen
hafsig;slarvig
hage;inhägnad
hage;äng
hagel-gevär;bössa
haha;hihi
haja;fatta
haja;förstå
hake;hinder
hake;krok
hakkors;svastika
hal;glatt
hal;slipad
hal;slipprig
hala;slippriga
halka;dratta
halka;glida
halka;slinta
halka;slira
hall;farstu
hall;foajé
hall;lobby
hall;tambur
hall;vestibul
hallfullt;halvtomt
halloj;hallå
halloj;hej
hallucination;se i syne
hallucination;sinnesvilla
hallucination;synvilla
hallå;halloj
hallå;hej
hallå;hejsan
hallå;hejsan svejsan
hallå där;hej
halsa;dricka
halsa;klunka
halsband;halssmycke
halsbrytande;våghalsigt
halsring;halssmycke
halssmycke;halsband
halssmycke;halsring
halsstarrig;egensinnig
halsstarrig;enveten
halstra;rosta
halt;glatt
halt;stopp
halta;linka
haltande;linka
halv;hälft
halva;hälft
halvbra;medelmåttigt
halvbra;någorlunda
halvbra;sådär
halvdunkel;halvmörker
halvdöv;lomhörd
halvfull;halvtom
halvfull;påstruken
halvfullt;halvtomt
halvhjärtad;ljum
halvmörker;halvdunkel
halvslummer;halvsova
halvsova;dåsa
halvsova;halvslummer
halvtom;halvfull
halvtomt;hallfullt
halvtomt;halvfullt
halvvarm;ljummen
hamburgare;burgare
hamn;båtparkering
hamn;hamnanläggning
hamnanläggning;hamn
hamra;banka
hamra;bulta
hamra;dänga
hamstra;lagra
hanar;män
hand;karda
hand;labb
hand;näve
hand tralla;strypa tuppen
handbok;guide
handbok;instruktionsbok
handbok;manual
handbok;manuale
handel;affärer
handel;affärsverksamhet
handel;kommers
handel;köpenskap
handeldsvapen;revolver
handelsblockad;embargo
handelsbod;affär
handelsbod;butik
handelsbod;shop
handelsplats;marknad
handfallen;oföretagsam
handfallen;perplex
handfallen;rådlös
handfallen;ställd
handfast;bestämd
handfast;stadig
handfat;tvättfat
handfat;tvättställ
handfängsel;boja
handgemäng;slagsmål
handgemäng;slåss
handha;administrera
handha;förvalta
handha;handhava
handha;hantera
handha;sköta
handhava;förfara
handhava;handha
handhava;hantera
handhavande;hantering
handhavande;skötsel
handhavande;uppgift
handikapp;lyte
handikappad;rörelsehindrad
handkanon;pistol
handla;agera
handla;göra
handla;införskaffa
handla;köp
handla;köpa
handla;shoppa
handla;uträtta
handla;verka
handla oförberedd;improvisera
handlag;färdighet
handlag;skicklighet
handlande;agerande
handlar;köper
handlar;utspelar
handlare;köpman
handleda;hjälpa
handleda;instruera
handleda;undervisa
handleda;vägleda
handledare;coach
handledare;instruktör
handledare;mentor
handledning;instruktion
handledning;rådgivning
handledning;stöd
handledning;vägledning
handling;agera
handling;akt
handling;aktion
handling;dokument
handling;dåd
handling;förmåga
handling;gest
handling;gärning
handling;händelseförlopp
handling;story
handling;åtgärd
handlingsförlamad;vanmäktig
handlingskraft;energi
handlingskraftig;driftig
handlägga;behandla
handlöst;huvudstupa
handräckning;assistans
handräckning;hjälp
handrörelse;gest
handskakning;handslag
handskas med;hantera
handslag;handskakning
handslag;handtryckning
handtag;dörrvred
handtag;hjälp
handtag;spak
handtag;vred
handtryckning;handslag
handväska;väska
hane;hanne
hane;man
hangris;galt
hanne;hane
hantera;administrera
hantera;använda
hantera;behandla
hantera;bruka
hantera;förvalta
hantera;greja
hantera;handha
hantera;handhava
hantera;handskas med
hantera;klara
hantera;klara av
hantera;sköta
hantering;användning
hantering;behandling
hantering;bruk
hantering;handhavande
hantering;skötsel
har;inneha
har;äger
harang;tirad
harig;feg
harig;fegt
harig;rädd
harka;kratta
harkla;självhosta
harm;förtrytelse
harmlös;ofarlig
harmlös;oförarglig
harmoni;balans
harmoni;endräkt
harmoni;samklang
harmoni;samspel
harmoni;sämja
harmoni;välbefinnande
harmoniera;stämma överens
harmoniera;överensstämma
harmonisk;avspänd
harmonisk;balanserad
harmonisk;lugn
harnesk;rustning
harts;kolofonium
hasard;risktagande
hasardspel;dobbel
hasch;brass
hasch;gräs
haspla;veva upp
hast;brådska
hast;jäkt
hasta;brådska
hasta;ila
hasta;rusa
hasta;skynda
hastig;brådstörtad
hastig;fort
hastig;kvick
hastig;kvickt
hastig;rapp
hastig;rask
hastig;skyndsam
hastig;snabb
hastighet;fart
hastighet;snabbhet
hastighet;tempo
hastigt;fort
hastigt;kvickt
hastigt;med hast
hastigt;rapp
hastigt;rappt
hastigt;rask
hastigt;raskt
hastigt;skyndsamt
hastigt;snabb
hastigt;snabbt
hat;agg
hat;avsky
hat;fientligt sinnelag
hat;mycket stark avsky
hat;stark aggressiv avsky
hata;avsky
hata;starkt ogilla
hatisk;elak
hatt;huvudbonad
hatt;kubb
hatt;mössa
hattig;velig
hausse;boom
hausse;stigning
hausse;uppgång
hav;ocean
hava;ha
hava;äga
havande;gravid
havandeskap;graviditet
haverera;gå överstyr
haverera;kapsejsa
haverera;krascha
haverera;kvadda
haverera;misslyckas
haveri;förlisning
haveri;krasch
haveri;olycka
haveri;skeppsbrott
haveri;sönder
havremoppe;häst
havsarm;fjord
hearing;förhör
hearing;utfrågning
heder;ära
hederlig;just
hederlig;omutlig
hederlig;rättrådig
hederlig;rättskaffens
hederlig;uppriktig
hederlig;ärlig
hederlighet;ärlighet
hederligt;ärlig
hederligt;ärligt
hedersam;oklanderlig
hedersam;rättskaffens
hedersam;ärlig
hedersam;ärofull
hedersam;ärorik
hedersbevisning;utmärkelse
hedervärd;oklanderlig
hedervärd;ärofull
hedra;hylla
hedra;vörda
hedra;ära
hej;a tja
hej;godag
hej;goddag
hej;goddagens
hej;halloj
hej;hallå
hej;hallå där
hej;hej du
hej;hej där
hej;hej hej
hej;hejsan
hej;hejsan svejsan
hej;helloj
hej;hinder
hej;mors
hej;morsning
hej;morsning korsning
hej;tja
hej;tjaa
hej;tjabba
hej;tjo len
hej;trevligt att råkas
hej;återseende
hej du;hej
hej då;adjö
hej då;farväl
hej där;hej
hej hej;hej
heja;hälsa
heja;morsa
heja;peppa
heja;salutera
heja;supporta
hejda;avblåsa
hejda;avbryta
hejda;avvärja
hejda;blockera
hejda;bromsa
hejda;hindra
hejda;lugna
hejda;lägga band på
hejda;mota
hejda;motverka
hejda;stanna
hejda;stoppa
hejda;stävja
hejda;uppehålla
hejda sig;stanna upp
hejdlöst;väldigt
hejsan;goddagens
hejsan;hallå
hejsan;hej
hejsan;tja
hejsan svejsan;hallå
hejsan svejsan;hej
hel;fullkomlig
hel;fullständig
hel;fullständigt
hel;intakt
hel;inte trasig
hel;komplett
hel;obruten
hel;odelad
hel;oskadad
hel;oskadd
hel;total
hel;välbehållen
hela;alltsammans
hela;bota
hela;läka
hela tiden;alltid
hela tiden;oavbrutet
hela tiden;oupphörligen
hela tiden;ständigt
helande;kurativ
helande;läkande
helball;störtskön
helbra;fantastisk
helbutelj;flaska
helg;veckoslut
helg;weekend
helgedom;gudstjänstlokal
helgedom;tempel
helgen;veckoslutet
helgjuten;massiv
helhet;full
helhet;övergripande
helhetssyn;holistisk
helhjärtat;obetingat
helig;sakral
helkass;urdålig
helkass;usel
helkass;värdelös
helknasig;dåraktig
helknasig;galen
helknasig;knasig
helknasig;puckad
helknasig;tokig
helknäpp;dåraktig
helknäpp;förryckt
helknäpp;galen
helknäpp;rubbad
helknäpp;tokig
helkonstig;absurd
helkul;lattjo
helloj;hej
helnykterhet;nykterhet
helskinnad;oskadd
helst inte;ogärna
helt;absolut
helt;alldeles
helt;fullkomligt
helt;fullständig
helt;fullständigt
helt;fullt
helt;till fullo
helt;tillfullo
helt;total
helt;totalt
helt och fullt;fullständigt
helt till sig;lyrisk
heltossigt;megaknasigt
helvetes;djävligt
helvetisk;djävulsk
hem;boning
hem;boplats
hem;bostad
hem;hushåll
hem;lya
hem;revir
hembiträde;hemhjälp
hembiträde;piga
hembränt;fyllevatten
hemförlova;entlediga
hemgjord;hemmagjord
hemhjälp;hembiträde
hemkört;sprit
hemland;fosterland
hemland;moderland
hemlig;dold
hemlig;förborgad
hemlig;fördold
hemlig;förtegen
hemlig;förtäkt
hemlighetsfull;dunkel
hemlighetsfull;förtegen
hemlighetsfull;gåtfull
hemlighetsfull;mystisk
hemlighetsfullt;mystiskt
hemlighetsmakeri;smussel
hemlighus;toalett
hemlighus;utedass
hemlighålla;dölja
hemlighålla;förtiga
hemlighålla;undangömma
hemlighålla;undanhålla
hemligstämpla;sekretessbelägga
hemlös;bostadslös
hemlös;uteliggare
hemläxa;uppgift
hemmagjord;hemgjord
hemman;gård
hemmastadd;världsvan
hemort;hemvist
hemsida;webbsida
hemsk;avskyvärd
hemsk;bedrövlig
hemsk;djävulsk
hemsk;fasansfull
hemsk;fasaväckande
hemsk;fruktansvärd
hemsk;förfärlig
hemsk;förskräcklig
hemsk;gruvlig
hemsk;gräslig
hemsk;hisklig
hemsk;horribel
hemsk;kuslig
hemsk;läskig
hemsk;morbid
hemsk;obehaglig
hemsk;ohygglig
hemsk;otäck
hemsk;ruggig
hemsk;ruskig
hemsk;ryslig
hemsk;rälig
hemsk;skräckinjagande
hemsk;usel
hemsk;vederstygglig
hemsk;vedervärdig
hemsk;vidrig
hemskt;fasansfull
hemskt;fruktansvärt
hemskt;förfärligt
hemskt;ohygglig
hemskt;ohyggligt
hemställa;anhålla
hemställa;begära
hemställa;yrka
hemsöka;spöka
hemuppgift;läxa
hemvist;boning
hemvist;bostad
hemvist;hemort
hemvist;säte
hemvändande;återkomst
herdestav;kräkla
hereditär;ärftlig
heroin;drog
heroisk;hjältemodig
heroiska;monument
herravälde;dominans
herravälde;imperium
herravälde;styre
herravälde;övertag
herre;man
herreman;gentleman
herrgård;gods
hes;skrovlig
hesitation;tvekan
hesitera;tveka
het;brännande
het;eldig
het;febrig
het;glödhet
het;kryddig
het;läcker
het;passionerad
het;sexig
het;snygg
het;stekhet
het;superläcker
het;upphettad
het;varm
hetlevrad;eldig
hetlevrad;hetsig
hetlevrad;temperamentsfull
hetsa;egga
hetsa;jäkta
hetsa;pressa
hetsa;reta
hetsa;sporra
hetsa;uppegga
hetsig;eldig
hetsig;hetlevrad
hetsig;kolerisk
hett;inne
hett;varm
hett;varmt
hetta;glöd
hetta;passion
hetta;värme
hierarki;rangordnat system
hierarki;rangordning
hihi;haha
himla;oerhörd
himla;väldigt
himlakropp;komet
himlakropp;måne
himmel;paradis
himmel;sky
himmelrike;paradis
himmelsk;underbar
hinder;barrikad
hinder;barriär
hinder;hake
hinder;hej
hinder;hämsko
hinder;motgång
hinder;obstruktion
hinder;spärr
hinder;svårighet
hindra;avhålla
hindra;avstyra
hindra;barrikadera
hindra;begränsa
hindra;blockera
hindra;förhindra
hindra;försvåra
hindra;göra motstånd
hindra;hejda
hindra;hämma
hindra;mota
hindra;motverka
hindra;omöjliggöra
hindra;spärra
hindra;stoppa
hindra;stävja
hindra;uppehålla
hinhåle;satan
hink;spann
hinna;beläggning
hinna;film
hinna;hölje
hinna;membran
hinna;skal
hinna;skikt
hinsides;bortom
hipp;häftig
hisklig;fruktansvärd
hisklig;förfärlig
hisklig;gräslig
hisklig;hemsk
hisnande;rafflande
hisnande;spännande
hispig;hysterisk
hissa ner;sänka
historia;anekdot
historia;bakgrund
historia;berättelse
historia;dåtid
historia;härkomst
historia;saga
historia;story
historia;sägen
hit;succé
hitta;finn
hitta;finna
hitta;lokalisera
hitta;påträffa
hitta;upptäcka
hitta;upptäckt
hitta;återfinna
hitta lösning;lösa
hitta på;fabricera
hitta på;fabulera
hitta på;fantisera
hitta på;improvisera
hitta svar;lösa
hiva;kasta
hiva;lämpa
hiva;slänga
hjord;flock
hjord;skock
hjort;hjortdjur
hjortdjur;hjort
hjälm;kruka
hjälp;assistans
hjälp;avlastning
hjälp;bistånd
hjälp;handräckning
hjälp;handtag
hjälp;service
hjälp;stöd
hjälp;stötta
hjälp;undsättning
hjälpa;assist
hjälpa;assistera
hjälpa;bidra
hjälpa;bistå
hjälpa;bistånd
hjälpa;handleda
hjälpa;lindra
hjälpa;mildra
hjälpa;sammanföra
hjälpa;stödja
hjälpa;stötta
hjälpa;underlätta
hjälpa;understödja
hjälpa;undsätta
hjälpa till;ställa upp
hjälpare;hjälpreda
hjälper;stöder
hjälphypotes;hypotes
hjälplös;vanmäktig
hjälplös;vilsen
hjälplöshet;vanmakt
hjälpmedel;redskap
hjälpmedel;resurs
hjälpreda;biträde
hjälpreda;hjälpare
hjälpreda på bondgård;dräng
hjälpsam;behjälplig
hjälpsam;beredvillig
hjälpsam;tillmötesgående
hjälpsam;tjänstvillig
hjältedåd;bedrift
hjältedåd;bragd
hjältedåd;bravad
hjältemod;tapperhet
hjältemodig;heroisk
hjärnskrynklare;psykolog
hjärnspöke;synvilla
hjärntvätta;indoktrinera
hjärta;blodpump
hjärta;kärnpunkt
hjärtevän;älskling
hjärtknipande;gripande
hjärtlig;trevlig
hjärtlig;varm
hjärtlig;vänlig
hjärtlighet;värme
hjärtligt;innerligt
hjärtligt;varmt
hjärtlös;kall
hjärtlös;känslokall
hjärtlös;okänslig
hjärtlös;rå
hjärtpunkt;kärna
hjärtstimulator;pacemaker
ho;balja
hobby;intresse
hockey;ishockey
hoj;båge
hoj;cykel
hoj;motorcykel
hoja;cykla
hojta;gapa
hojta;gasta
hojta;rop
hojta;ropa
hojta;skrika
hojta;säg till
hojta;tjoa
holistisk;helhetssyn
holländare;nederländare
holländsk;nederländsk
homeopati;alternativmedicin
homofil;fikus
homogen;enhetlig
homosexuell;lesbisk
honest;ärlig
hongris;so
honhund;tik
honnör;hälsning
honnör;ärebetygelse
honorar;arvode
honorar;gage
hop;ansamling
hop;flock
hop;församling
hop;grupp
hop;gäng
hop;klunga
hop;massa
hop;mängd
hop;samling
hop;skara
hop;skock
hop;svärm
hopa;ackumulera
hopa;samla
hopas;samlas
hopkok;sammanblandning
hopp;framtidstro
hopp;förhoppning
hopp;förväntan
hopp;skutt
hopp;språng
hopp;önskan
hoppa;skutt
hoppa;skutta
hoppa;spritta
hoppa över;utelämna
hoppas;önska
hoppfull;förhoppningsfull
hoppfull;hoppingivande
hoppfull;optimistisk
hoppingivande;hoppfull
hoppingivande;löftesrik
hoppingivande;positiv
hopplös;bedrövlig
hopplös;lönlös
hopplös;omöjlig
hopplöshet;förtvivlan
hopplöst;tröstlöst
hoppsan;oj
hopsamling;kollektion
hopslagning;fusion
hopsättning;montage
hora;luder
hora;sköka
hora;slampa
horbarn;horunge
hord;flock
horhus;bordell
horisont;synrand
horisontal;horisontell
horisontalläge;liggande
horisontell;horisontal
horisontell;i våg
horisontell;liggande
horisontell;vågrät
horisontellt;vågrät
hormonmonster;tonåring
horn;lur
horribel;fruktansvärd
horribel;hemsk
horribel;ryslig
horribel;vedervärdig
horunge;horbarn
